id,depart,arrival,duration,routeLength,waitingTime,timeLoss,vType,rerouteNo,departSpeed,arrivalSpeed
veh9381,2891.0,3004.0,113.0,1022.04,7.0,26.74,veh_passenger,1,0.0,8.53
veh9334,2880.0,3005.0,125.0,1460.49,0.0,29.8,veh_passenger,1,0.0,14.95
veh7962,2453.0,3006.0,553.0,2699.25,279.0,320.14,veh_passenger,1,0.0,12.34
bus2050,1895.0,3007.0,1112.0,5520.36,561.0,686.06,bus_bus,1,0.0,13.72
veh6329,1950.0,3007.0,1057.0,10654.46,207.0,414.47,veh_passenger,1,0.0,6.44
veh9107,2806.0,3008.0,202.0,2402.08,7.0,45.13,veh_passenger,1,0.0,15.21
veh8869,2733.0,3009.0,276.0,1831.3,2.0,71.4,veh_passenger,1,0.0,4.06
veh6689,2061.0,3010.0,949.0,7505.76,240.0,459.36,veh_passenger,1,0.0,3.44
veh6082,1874.0,3011.0,1137.0,8130.19,334.0,561.71,veh_passenger,1,0.0,7.25
truck5238,2421.0,3011.0,590.0,8215.93,34.0,173.05,truck_truck,1,0.0,14.67
veh8847,2726.0,3011.0,285.0,1579.39,102.0,148.93,veh_passenger,1,0.0,5.84
veh3967,1223.0,3012.0,1789.0,12808.76,745.0,916.05,veh_passenger,1,0.0,5.96
truck3081,1424.0,3012.0,1588.0,4305.27,1087.0,1252.06,truck_truck,1,0.0,7.98
bus2348,2171.0,3012.0,841.0,7802.99,64.0,233.16,bus_bus,1,0.0,3.45
veh7435,2291.0,3012.0,721.0,4797.74,67.0,331.61,veh_passenger,1,0.0,7.38
bus2525,2334.0,3013.0,679.0,1447.88,476.0,526.61,bus_bus,1,0.0,13.59
veh7183,2213.0,3013.0,800.0,3597.92,468.0,524.68,veh_passenger,1,7.0,5.76
truck4572,2113.0,3014.0,901.0,7060.21,306.0,514.11,truck_truck,1,8.8,8.5
bus2464,2278.0,3014.0,736.0,2472.58,454.0,520.12,bus_bus,1,0.0,7.92
veh6102,1880.0,3015.0,1135.0,10324.05,256.0,471.1,veh_passenger,1,0.0,6.59
veh7394,2278.0,3015.0,737.0,7224.25,126.0,274.18,veh_passenger,1,0.0,14.32
truck4470,2069.0,3016.0,947.0,4057.98,500.0,630.97,truck_truck,1,0.0,8.55
truck4524,2091.0,3017.0,926.0,7031.1,274.0,463.91,truck_truck,1,0.0,3.75
veh7561,2333.0,3017.0,684.0,2853.51,308.0,380.68,veh_passenger,1,0.0,5.66
truck4950,2288.0,3017.0,729.0,4981.53,242.0,373.43,truck_truck,1,0.0,7.59
veh8306,2559.0,3017.0,458.0,7258.11,39.0,82.71,veh_passenger,1,0.0,27.13
veh4704,1450.0,3018.0,1568.0,12718.14,510.0,687.13,veh_passenger,1,0.0,6.41
veh8186,2522.0,3018.0,496.0,4194.34,92.0,185.96,veh_passenger,1,0.0,3.97
veh8242,2540.0,3018.0,478.0,2380.1,153.0,237.37,veh_passenger,1,3.73,6.96
veh6678,2058.0,3019.0,961.0,10780.93,73.0,306.64,veh_passenger,1,0.0,7.11
truck4779,2209.0,3019.0,810.0,4257.39,302.0,464.99,truck_truck,1,0.0,13.42
bus2553,2360.0,3019.0,659.0,2898.02,354.0,418.55,bus_bus,1,0.0,8.17
veh7544,2325.0,3020.0,695.0,16149.98,13.0,48.34,veh_passenger,1,25.14,24.4
veh7770,2394.0,3020.0,626.0,10925.16,19.0,154.06,veh_passenger,1,0.0,14.31
veh8008,2468.0,3020.0,552.0,8474.51,88.0,147.01,veh_passenger,1,0.0,7.59
veh4696,1447.0,3021.0,1574.0,9234.14,701.0,1019.86,veh_passenger,1,0.0,15.62
truck6290,2907.0,3021.0,114.0,872.65,0.0,8.82,truck_truck,1,0.0,8.15
veh4213,1298.0,3022.0,1724.0,14607.33,563.0,864.74,veh_passenger,1,0.0,7.97
bus2331,2155.0,3022.0,867.0,3818.22,439.0,578.3,bus_bus,1,6.09,7.74
truck4516,2087.0,3022.0,935.0,5651.22,283.0,508.1,truck_truck,1,8.9,10.18
truck4622,2136.0,3023.0,887.0,9693.78,246.0,442.38,truck_truck,1,0.0,25.81
veh8663,2669.0,3023.0,354.0,1051.41,212.0,244.88,veh_passenger,1,0.0,9.36
truck4746,2194.0,3026.0,832.0,6561.09,182.0,343.61,truck_truck,1,0.0,7.79
truck5064,2341.0,3026.0,685.0,5181.14,205.0,309.12,truck_truck,1,0.0,3.29
bus2327,2151.0,3027.0,876.0,5352.44,335.0,502.17,bus_bus,1,0.0,8.16
truck4442,2053.0,3027.0,974.0,5826.87,121.0,430.66,truck_truck,1,0.0,4.57
truck4694,2170.0,3028.0,858.0,4717.8,406.0,548.22,truck_truck,1,0.0,7.54
truck5793,2678.0,3028.0,350.0,2464.57,20.0,191.1,truck_truck,1,0.0,8.41
bus3079,2846.0,3028.0,182.0,1876.28,0.0,22.82,bus_bus,1,0.0,13.61
truck6006,2776.0,3028.0,252.0,2062.68,0.0,15.15,truck_truck,1,0.0,8.44
truck4639,2144.0,3030.0,886.0,7512.69,119.0,370.55,truck_truck,1,4.23,8.2
veh7407,2285.0,3030.0,745.0,8363.54,160.0,262.16,veh_passenger,1,0.0,6.75
veh9101,2804.0,3030.0,226.0,1248.61,49.0,101.18,veh_passenger,1,0.0,6.55
veh6116,1885.0,3032.0,1147.0,8750.03,353.0,592.31,veh_passenger,1,0.0,7.72
veh8026,2473.0,3032.0,559.0,5469.12,47.0,182.49,veh_passenger,1,0.0,3.62
truck5241,2423.0,3032.0,609.0,2226.02,254.0,377.01,truck_truck,1,0.0,7.83
veh4652,1434.0,3033.0,1599.0,15945.96,679.0,951.1,veh_passenger,1,0.0,15.18
truck6116,2827.0,3033.0,206.0,2163.05,0.0,21.12,truck_truck,1,0.0,13.26
bus808,747.0,3034.0,2287.0,19578.77,936.0,1236.14,bus_bus,1,0.0,5.22
veh7702,2373.0,3034.0,661.0,3130.5,296.0,456.62,veh_passenger,1,0.0,13.78
veh8719,2687.0,3035.0,348.0,4572.97,21.0,73.02,veh_passenger,1,28.78,3.54
truck4873,2252.0,3036.0,784.0,8224.33,81.0,266.04,truck_truck,1,0.0,7.5
veh4667,1438.0,3037.0,1599.0,7055.61,957.0,1250.43,veh_passenger,1,0.0,12.64
veh9608,2961.0,3037.0,76.0,632.23,0.0,16.55,veh_passenger,1,0.0,9.25
veh6760,2083.0,3038.0,955.0,10697.74,134.0,350.03,veh_passenger,1,8.9,8.72
truck4512,2086.0,3038.0,952.0,6602.04,267.0,434.89,truck_truck,1,0.0,7.92
bus2443,2258.0,3038.0,780.0,1172.4,613.0,673.96,bus_bus,1,0.0,13.65
veh4413,1360.0,3039.0,1679.0,13628.76,513.0,770.37,veh_passenger,1,0.0,5.92
veh6663,2053.0,3042.0,989.0,6869.83,246.0,465.19,veh_passenger,1,0.0,3.87
truck4695,2170.0,3042.0,872.0,8654.29,263.0,440.32,truck_truck,1,4.41,8.41
bus1995,1844.0,3043.0,1199.0,13466.23,286.0,456.78,bus_bus,1,0.0,8.07
bus2134,1973.0,3043.0,1070.0,5673.5,419.0,662.36,bus_bus,1,0.0,13.45
veh7225,2226.0,3043.0,817.0,10850.87,69.0,213.3,veh_passenger,1,0.0,26.25
truck4460,2062.0,3044.0,982.0,2412.58,660.0,755.55,truck_truck,1,0.0,6.68
truck5632,2603.0,3044.0,441.0,4948.12,33.0,103.93,truck_truck,1,0.0,14.79
veh9099,2804.0,3044.0,240.0,1843.51,0.0,33.06,veh_passenger,1,0.0,2.98
bus2335,2159.0,3045.0,886.0,7350.71,189.0,423.23,bus_bus,1,0.0,7.87
veh6659,2052.0,3046.0,994.0,11818.47,265.0,481.14,veh_passenger,1,0.0,14.98
veh7946,2449.0,3046.0,597.0,2423.12,241.0,350.08,veh_passenger,1,0.0,6.99
myflow4.56,2057.0,3047.0,990.0,3576.47,526.0,651.19,DEFAULT_VEHTYPE,2,0.0,7.3
veh6959,2144.0,3047.0,903.0,4011.14,363.0,569.61,veh_passenger,1,0.0,11.1
veh7526,2319.0,3047.0,728.0,4743.5,285.0,360.29,veh_passenger,1,0.0,5.68
truck4824,2230.0,3047.0,817.0,3938.35,318.0,465.64,truck_truck,1,3.88,15.09
veh8867,2740.0,3048.0,308.0,3093.42,11.0,86.2,veh_passenger,1,0.0,7.52
veh682,211.0,3049.0,2838.0,10070.24,1918.0,2251.03,veh_passenger,1,14.75,7.61
veh4892,1508.0,3049.0,1541.0,15338.94,452.0,643.71,veh_passenger,1,0.0,8.29
bus2158,1995.0,3049.0,1054.0,12043.68,202.0,431.72,bus_bus,1,8.33,11.05
bus2484,2296.0,3049.0,753.0,2711.77,313.0,514.31,bus_bus,1,0.0,13.59
truck4809,2223.0,3049.0,826.0,7758.35,144.0,325.93,truck_truck,1,0.0,7.69
veh9410,2906.0,3049.0,143.0,1711.96,27.0,54.17,veh_passenger,1,0.0,14.0
bus2096,1938.0,3051.0,1113.0,7165.48,356.0,583.13,bus_bus,1,8.33,8.1
veh6340,1954.0,3051.0,1097.0,9095.76,320.0,549.73,veh_passenger,1,0.0,5.4
bus2442,2257.0,3051.0,794.0,4394.52,320.0,432.71,bus_bus,1,0.0,8.25
veh6455,1989.0,3052.0,1063.0,6618.66,334.0,481.62,veh_passenger,1,0.0,11.3
veh6739,2077.0,3052.0,975.0,3604.07,320.0,681.2,veh_passenger,1,0.0,7.29
truck6163,2849.0,3052.0,203.0,1660.96,7.0,43.43,truck_truck,1,0.0,8.27
veh7656,2359.0,3053.0,694.0,10594.33,18.0,124.41,veh_passenger,1,0.0,12.5
truck5154,2382.0,3053.0,671.0,3409.52,260.0,361.49,truck_truck,1,0.0,7.59
veh9229,2844.0,3053.0,209.0,1810.59,28.0,58.38,veh_passenger,1,0.0,10.93
veh9344,2879.0,3054.0,175.0,1245.66,27.0,65.57,veh_passenger,1,0.0,8.56
truck4643,2146.0,3056.0,910.0,7202.75,199.0,365.21,truck_truck,1,0.0,7.8
truck5479,2533.0,3057.0,524.0,2853.69,213.0,280.84,truck_truck,1,0.0,12.92
veh4412,1360.0,3060.0,1700.0,10397.82,995.0,1161.27,veh_passenger,1,0.0,8.28
veh9201,2835.0,3060.0,225.0,805.6,55.0,137.07,veh_passenger,1,0.0,8.39
bus2179,2014.0,3061.0,1047.0,7237.17,290.0,510.14,bus_bus,1,0.0,11.0
veh8806,2714.0,3061.0,347.0,1472.71,106.0,247.23,veh_passenger,1,0.0,8.64
truck4755,2198.0,3063.0,865.0,7053.35,160.0,304.71,truck_truck,1,0.0,3.99
veh6370,1963.0,3064.0,1101.0,4262.77,577.0,759.87,veh_passenger,1,0.0,7.94
truck4436,2051.0,3066.0,1015.0,5469.2,118.0,517.84,truck_truck,1,0.0,8.05
veh6974,2149.0,3066.0,917.0,10552.0,263.0,354.08,veh_passenger,1,0.0,28.41
bus3058,2828.0,3066.0,238.0,1988.42,32.0,86.37,bus_bus,1,0.0,10.7
bus1380,1276.0,3067.0,1791.0,4977.46,1160.0,1417.47,bus_bus,1,0.0,8.31
veh6231,1920.0,3068.0,1148.0,16022.54,145.0,260.52,veh_passenger,1,3.85,6.86
veh6646,2048.0,3068.0,1020.0,2632.86,654.0,748.22,veh_passenger,1,0.0,7.24
veh6652,2050.0,3068.0,1018.0,5641.75,278.0,570.71,veh_passenger,1,0.0,8.63
veh6765,2085.0,3068.0,983.0,3998.61,591.0,703.53,veh_passenger,1,0.0,15.01
truck4773,2206.0,3068.0,862.0,6985.03,230.0,420.53,truck_truck,1,0.0,8.11
truck4935,2281.0,3070.0,789.0,11876.06,19.0,91.84,truck_truck,1,3.73,12.26
veh8616,2655.0,3070.0,415.0,1851.94,91.0,242.29,veh_passenger,1,0.0,11.37
veh4683,1443.0,3071.0,1628.0,14050.3,415.0,718.1,veh_passenger,1,0.0,7.49
bus2432,2251.0,3071.0,820.0,7938.14,33.0,325.53,bus_bus,1,0.0,8.32
veh9528,2936.0,3073.0,137.0,686.79,46.0,77.24,veh_passenger,1,0.0,6.93
veh6881,2120.0,3074.0,954.0,18442.49,106.0,266.61,veh_passenger,1,0.0,31.17
veh6872,2118.0,3075.0,957.0,6518.06,227.0,490.94,veh_passenger,1,8.55,13.96
myflow4.64,2125.0,3075.0,950.0,2077.6,621.0,752.65,DEFAULT_VEHTYPE,1,0.0,10.23
truck5611,2594.0,3075.0,481.0,6449.06,31.0,112.24,truck_truck,1,0.0,13.69
bus2383,2203.0,3076.0,873.0,7511.41,246.0,335.08,bus_bus,1,0.0,8.0
truck4728,2185.0,3076.0,891.0,6519.32,255.0,449.94,truck_truck,1,0.0,7.75
veh3970,1224.0,3077.0,1853.0,13365.33,705.0,1062.48,veh_passenger,1,0.0,4.5
veh6031,1859.0,3077.0,1218.0,11629.12,299.0,543.51,veh_passenger,1,0.0,4.19
veh9501,2928.0,3077.0,149.0,1639.44,14.0,44.11,veh_passenger,1,16.68,9.96
bus2329,2153.0,3078.0,925.0,8383.72,66.0,351.06,bus_bus,1,0.0,16.54
veh6752,2081.0,3080.0,999.0,15190.77,110.0,253.54,veh_passenger,1,0.0,7.18
bus2093,1935.0,3081.0,1146.0,4530.6,572.0,733.74,bus_bus,1,4.17,3.61
veh6495,2002.0,3081.0,1079.0,2104.04,693.0,828.67,veh_passenger,1,0.0,6.54
veh7104,2189.0,3081.0,892.0,9994.29,69.0,285.32,veh_passenger,1,0.0,6.41
bus2648,2451.0,3081.0,630.0,8181.21,65.0,189.48,bus_bus,1,7.85,8.07
truck6246,2887.0,3081.0,194.0,1160.22,29.0,59.79,truck_truck,1,8.12,8.02
bus1528,1413.0,3082.0,1669.0,6428.92,984.0,1148.35,bus_bus,1,0.0,8.12
bus1589,1469.0,3082.0,1613.0,13193.75,634.0,879.72,bus_bus,1,0.0,8.01
veh7575,2334.0,3082.0,748.0,5106.12,221.0,360.5,veh_passenger,1,0.0,6.97
veh7709,2376.0,3083.0,707.0,7598.6,123.0,315.26,veh_passenger,1,0.0,18.96
veh6463,1992.0,3084.0,1092.0,9621.2,394.0,550.61,veh_passenger,1,0.0,8.36
truck5034,2327.0,3084.0,757.0,7408.75,144.0,274.45,truck_truck,1,13.54,7.78
bus2347,2170.0,3085.0,915.0,5125.54,335.0,560.25,bus_bus,1,0.0,3.6
truck4945,2286.0,3085.0,799.0,11197.22,189.0,326.03,truck_truck,1,0.0,31.28
veh514,159.0,3088.0,2929.0,9096.93,2017.0,2317.78,veh_passenger,1,0.0,3.95
bus616,570.0,3088.0,2518.0,15496.46,1406.0,1606.9,bus_bus,1,0.0,13.68
myflow4.58,2074.0,3088.0,1014.0,2363.3,632.0,761.89,DEFAULT_VEHTYPE,2,0.0,7.33
truck5404,2498.0,3089.0,591.0,5291.81,51.0,135.33,truck_truck,1,0.0,26.28
veh9261,2857.0,3089.0,232.0,2298.05,42.0,72.31,veh_passenger,1,0.0,7.28
veh7076,2181.0,3090.0,909.0,6991.78,191.0,446.92,veh_passenger,1,0.0,14.26
veh6583,2029.0,3091.0,1062.0,4065.13,563.0,758.34,veh_passenger,1,0.0,7.54
truck5113,2363.0,3091.0,728.0,7584.29,19.0,132.02,truck_truck,1,0.0,7.61
veh8936,2754.0,3091.0,337.0,3888.75,27.0,79.78,veh_passenger,1,0.0,14.13
veh7171,2210.0,3092.0,882.0,2703.38,536.0,641.54,veh_passenger,1,0.0,6.96
veh6586,2030.0,3093.0,1063.0,7287.61,229.0,408.07,veh_passenger,1,0.0,6.14
bus2509,2319.0,3093.0,774.0,8258.55,104.0,242.54,bus_bus,1,0.0,8.24
veh7908,2501.0,3093.0,592.0,3465.47,166.0,302.26,veh_passenger,2,0.0,6.18
veh5926,1826.0,3094.0,1268.0,12297.32,404.0,519.43,veh_passenger,1,6.95,6.86
veh7006,2159.0,3095.0,936.0,15361.26,137.0,266.6,veh_passenger,1,0.0,28.94
veh4738,1460.0,3097.0,1637.0,10185.38,683.0,993.42,veh_passenger,1,9.76,9.37
veh6228,1919.0,3098.0,1179.0,7045.58,406.0,585.43,veh_passenger,1,0.0,6.66
veh6343,1955.0,3098.0,1143.0,8838.32,376.0,566.61,veh_passenger,1,0.0,7.99
veh8767,2701.0,3098.0,397.0,2406.72,103.0,147.7,veh_passenger,1,0.0,7.7
veh7284,2245.0,3099.0,854.0,4460.17,103.0,429.23,veh_passenger,1,0.0,7.1
veh8239,2539.0,3099.0,560.0,3365.64,231.0,317.11,veh_passenger,1,0.0,13.58
veh6814,2100.0,3100.0,1000.0,6511.7,398.0,607.84,veh_passenger,1,16.37,9.77
truck1081,500.0,3102.0,2602.0,16946.36,1270.0,1606.79,truck_truck,1,8.52,8.03
veh6216,1916.0,3102.0,1186.0,8957.09,490.0,699.75,veh_passenger,1,0.0,7.76
veh6654,2051.0,3102.0,1051.0,7824.84,321.0,515.83,veh_passenger,1,0.0,8.34
truck4530,2094.0,3102.0,1008.0,8584.78,234.0,514.27,truck_truck,1,0.0,8.41
truck4815,2226.0,3102.0,876.0,8755.24,133.0,352.92,truck_truck,1,0.0,7.76
veh9332,2876.0,3102.0,226.0,2265.01,0.0,26.34,veh_passenger,1,0.0,8.41
veh8658,2668.0,3103.0,435.0,11110.64,20.0,58.87,veh_passenger,1,0.0,29.1
veh4364,1345.0,3104.0,1759.0,4902.01,1086.0,1261.41,veh_passenger,1,8.29,7.59
veh9191,2834.0,3104.0,270.0,2707.31,2.0,66.97,veh_passenger,1,0.0,7.79
veh6075,1872.0,3105.0,1233.0,16307.11,259.0,390.82,veh_passenger,1,0.0,11.98
truck4607,2130.0,3105.0,975.0,7316.99,225.0,429.92,truck_truck,1,0.0,3.9
bus2616,2418.0,3106.0,688.0,8699.41,122.0,273.53,bus_bus,1,0.0,11.33
truck5599,2588.0,3106.0,518.0,5334.34,48.0,155.1,truck_truck,1,0.0,15.45
veh9026,2784.0,3106.0,322.0,1231.5,143.0,213.31,veh_passenger,1,0.0,7.15
veh8014,2470.0,3107.0,637.0,6727.17,196.0,284.65,veh_passenger,1,0.0,28.07
veh8307,2560.0,3107.0,547.0,4499.14,124.0,205.99,veh_passenger,1,0.0,13.03
truck4997,2310.0,3109.0,799.0,3897.21,104.0,442.44,truck_truck,1,0.0,7.59
truck5706,2637.0,3109.0,472.0,2818.16,120.0,170.07,truck_truck,1,0.0,3.88
bus2349,2172.0,3110.0,938.0,4479.26,241.0,597.06,bus_bus,1,0.0,7.27
veh3969,1223.0,3111.0,1888.0,9930.87,1275.0,1376.21,veh_passenger,1,0.0,3.36
bus1971,1822.0,3111.0,1289.0,12827.78,275.0,537.59,bus_bus,1,0.0,13.75
veh9633,2968.0,3111.0,143.0,1407.8,0.0,22.38,veh_passenger,1,0.0,8.37
veh8913,2746.0,3112.0,366.0,3005.42,27.0,83.45,veh_passenger,1,0.0,8.59
veh4077,1257.0,3114.0,1857.0,15583.7,790.0,982.75,veh_passenger,1,0.0,11.63
truck4854,2244.0,3115.0,871.0,4480.79,206.0,497.98,truck_truck,1,8.54,8.23
truck5724,2646.0,3115.0,469.0,4599.08,20.0,75.86,truck_truck,1,0.0,12.75
truck5770,2667.0,3116.0,449.0,2668.49,36.0,212.38,truck_truck,1,0.0,13.68
bus2400,2219.0,3117.0,898.0,4665.28,276.0,592.35,bus_bus,1,0.0,7.12
truck5568,2574.0,3117.0,543.0,6650.71,93.0,192.07,truck_truck,1,0.0,9.33
veh9244,2848.0,3119.0,271.0,1636.29,88.0,117.25,veh_passenger,1,0.0,6.78
veh7471,2302.0,3120.0,818.0,4238.71,116.0,456.97,veh_passenger,1,0.0,7.24
truck5101,2362.0,3120.0,758.0,4253.46,183.0,348.79,truck_truck,1,0.0,11.38
veh4390,1353.0,3121.0,1768.0,11952.31,608.0,959.09,veh_passenger,1,0.0,6.9
veh6150,1895.0,3121.0,1226.0,9169.84,429.0,649.1,veh_passenger,1,0.0,7.79
truck4820,2228.0,3121.0,893.0,10395.65,98.0,263.87,truck_truck,1,0.0,7.72
veh9122,2811.0,3121.0,310.0,754.02,201.0,230.39,veh_passenger,1,0.0,8.74
veh4552,1403.0,3122.0,1719.0,3633.21,1245.0,1395.94,veh_passenger,1,0.0,7.17
veh7701,2373.0,3123.0,750.0,2830.91,176.0,483.37,veh_passenger,1,7.41,6.98
veh7755,2390.0,3123.0,733.0,8038.66,52.0,234.9,veh_passenger,1,0.0,7.9
bus2855,2645.0,3125.0,480.0,3176.65,97.0,202.69,bus_bus,1,0.0,7.86
veh8546,2633.0,3125.0,492.0,4721.73,69.0,137.51,veh_passenger,1,0.0,6.79
veh8520,2625.0,3126.0,501.0,3585.33,60.0,243.15,veh_passenger,1,0.0,12.54
veh6100,1880.0,3127.0,1247.0,7987.63,115.0,482.19,veh_passenger,1,0.0,10.23
veh8434,2629.0,3127.0,498.0,7217.72,53.0,99.65,veh_passenger,1,0.0,23.54
veh8145,2510.0,3128.0,618.0,2593.48,225.0,359.97,veh_passenger,1,0.0,7.46
truck2982,1379.0,3129.0,1750.0,6746.04,823.0,1268.91,truck_truck,1,0.0,7.74
truck5545,2563.0,3129.0,566.0,1520.41,364.0,440.0,truck_truck,1,0.0,8.84
truck6402,2959.0,3129.0,170.0,1693.43,3.0,42.86,truck_truck,1,0.0,8.44
bus2152,1989.0,3130.0,1141.0,5811.38,455.0,710.99,bus_bus,1,8.33,7.98
bus2180,2015.0,3130.0,1115.0,3393.13,622.0,779.55,bus_bus,1,0.0,10.85
veh7736,2384.0,3130.0,746.0,3608.32,459.0,570.92,veh_passenger,1,0.0,10.69
truck5392,2492.0,3130.0,638.0,2845.87,273.0,386.65,truck_truck,1,0.0,8.1
veh6183,1905.0,3132.0,1227.0,5930.65,472.0,794.7,veh_passenger,1,0.0,7.33
veh7084,2183.0,3132.0,949.0,6386.07,353.0,563.83,veh_passenger,1,0.0,8.87
veh6223,1918.0,3133.0,1215.0,13519.75,365.0,630.86,veh_passenger,1,0.0,8.91
veh6584,2029.0,3133.0,1104.0,4219.31,617.0,749.53,veh_passenger,1,0.0,11.04
bus1982,1832.0,3135.0,1303.0,21958.99,138.0,322.77,bus_bus,1,0.0,7.82
veh8197,2526.0,3135.0,609.0,10152.53,54.0,131.68,veh_passenger,1,0.0,12.74
veh8729,2690.0,3135.0,445.0,3735.85,80.0,192.87,veh_passenger,1,0.0,9.32
veh5966,1941.0,3136.0,1195.0,5886.6,393.0,564.65,veh_passenger,2,0.0,6.1
veh6554,2020.0,3136.0,1116.0,7855.4,379.0,633.43,veh_passenger,1,0.0,8.89
bus826,764.0,3137.0,2373.0,17015.48,843.0,1288.39,bus_bus,1,0.0,7.89
veh6585,2029.0,3137.0,1108.0,7427.1,331.0,562.33,veh_passenger,1,0.0,7.28
bus2557,2364.0,3138.0,774.0,3602.47,320.0,511.43,bus_bus,1,0.0,13.49
bus1940,1794.0,3139.0,1345.0,14332.15,78.0,456.85,bus_bus,1,0.0,16.22
myflow6.111,2283.0,3139.0,856.0,486.53,758.0,822.14,DEFAULT_VEHTYPE,1,0.0,8.22
veh8680,2675.0,3139.0,464.0,3513.44,59.0,135.78,veh_passenger,1,0.0,5.83
veh6220,1917.0,3140.0,1223.0,10707.46,470.0,669.46,veh_passenger,1,0.0,9.39
bus1916,1771.0,3141.0,1370.0,11587.31,429.0,653.88,bus_bus,1,0.0,8.15
myflow6.112,2286.0,3141.0,855.0,486.53,752.0,814.76,DEFAULT_VEHTYPE,1,0.0,9.24
bus828,766.0,3143.0,2377.0,20008.54,1009.0,1283.58,bus_bus,1,8.33,8.13
myflow6.113,2289.0,3143.0,854.0,486.53,750.0,816.58,DEFAULT_VEHTYPE,1,0.0,10.77
veh9621,2965.0,3143.0,178.0,1985.1,4.0,31.45,veh_passenger,1,0.0,15.74
truck3103,1434.0,3144.0,1710.0,11987.56,650.0,1008.63,truck_truck,1,0.0,8.14
myflow6.114,2292.0,3145.0,853.0,486.53,744.0,824.77,DEFAULT_VEHTYPE,1,0.0,11.6
truck4934,2282.0,3145.0,863.0,6933.79,258.0,438.26,truck_truck,1,0.0,8.57
truck5218,2412.0,3146.0,734.0,8458.91,9.0,156.49,truck_truck,1,0.0,8.52
truck5874,2720.0,3146.0,426.0,2185.3,47.0,217.46,truck_truck,1,0.0,13.15
bus1381,1277.0,3147.0,1870.0,10342.41,750.0,1114.73,bus_bus,1,8.33,8.02
myflow6.115,2295.0,3147.0,852.0,486.53,742.0,811.63,DEFAULT_VEHTYPE,1,0.0,11.26
veh8162,2515.0,3147.0,632.0,3533.68,147.0,356.25,veh_passenger,1,0.0,8.82
veh8400,2589.0,3147.0,558.0,1779.83,299.0,377.69,veh_passenger,1,0.0,7.78
veh8832,2724.0,3147.0,423.0,1005.23,220.0,345.9,veh_passenger,1,0.0,14.04
veh6393,1970.0,3148.0,1178.0,4909.42,612.0,769.43,veh_passenger,1,0.0,7.31
truck4810,2223.0,3148.0,925.0,7533.73,238.0,391.9,truck_truck,1,0.0,7.54
bus1426,1318.0,3149.0,1831.0,14790.12,730.0,953.56,bus_bus,1,4.17,8.17
myflow4.41,1963.0,3149.0,1186.0,1456.25,912.0,1042.04,DEFAULT_VEHTYPE,2,0.0,7.22
veh8115,2501.0,3149.0,648.0,10109.23,59.0,133.79,veh_passenger,1,0.0,13.17
bus2111,1952.0,3150.0,1198.0,6147.54,496.0,762.22,bus_bus,1,0.0,8.31
veh7250,2243.0,3150.0,907.0,7424.94,190.0,367.87,veh_passenger,1,0.0,3.52
veh4363,1345.0,3152.0,1807.0,10299.36,700.0,1133.74,veh_passenger,1,0.0,8.4
bus2475,2288.0,3152.0,864.0,14041.96,174.0,285.0,bus_bus,1,0.0,13.8
veh7078,2181.0,3152.0,971.0,4629.69,266.0,535.12,veh_passenger,1,0.0,6.59
veh7657,2360.0,3152.0,792.0,5204.44,373.0,486.24,veh_passenger,1,8.47,13.71
veh7754,2389.0,3153.0,764.0,6547.26,172.0,310.45,veh_passenger,1,8.37,21.52
truck5608,2592.0,3153.0,561.0,3390.17,95.0,248.36,truck_truck,1,0.0,8.07
bus2062,1906.0,3154.0,1248.0,6308.12,529.0,769.9,bus_bus,1,0.0,7.95
veh5925,1826.0,3157.0,1331.0,9316.83,408.0,612.25,veh_passenger,1,0.0,6.35
veh6460,1991.0,3158.0,1167.0,10931.38,336.0,514.52,veh_passenger,1,0.0,7.12
veh7896,2433.0,3158.0,725.0,8909.08,18.0,171.06,veh_passenger,1,0.0,6.89
veh8154,2513.0,3159.0,646.0,10687.77,32.0,105.99,veh_passenger,1,0.0,20.17
veh8193,2525.0,3159.0,634.0,4793.73,129.0,231.42,veh_passenger,1,4.31,14.26
veh6418,1978.0,3160.0,1182.0,3954.78,583.0,856.79,veh_passenger,1,0.0,6.61
veh7781,2398.0,3160.0,762.0,7234.74,173.0,303.7,veh_passenger,1,0.0,15.0
veh9731,2998.0,3160.0,162.0,1309.92,11.0,52.61,veh_passenger,1,0.0,4.82
veh6899,2126.0,3161.0,1035.0,4742.22,260.0,648.62,veh_passenger,1,0.0,7.33
myflow4.42,1984.0,3162.0,1178.0,2352.86,802.0,949.18,DEFAULT_VEHTYPE,2,0.0,7.96
truck6228,2879.0,3162.0,283.0,3049.66,25.0,89.6,truck_truck,1,0.0,7.34
truck4888,2259.0,3163.0,904.0,3610.23,592.0,662.43,truck_truck,1,0.0,14.56
veh6284,1937.0,3164.0,1227.0,13586.98,203.0,436.06,veh_passenger,1,7.59,7.44
truck5092,2354.0,3164.0,810.0,4402.34,366.0,544.33,truck_truck,1,0.0,13.0
myflow1.136,2480.0,3164.0,684.0,541.87,594.0,612.94,DEFAULT_VEHTYPE,1,0.0,7.33
truck5610,2593.0,3164.0,571.0,3134.7,62.0,222.25,truck_truck,1,0.0,9.28
veh7901,2435.0,3165.0,730.0,1759.64,511.0,577.9,veh_passenger,1,0.0,9.38
